# contigs (>= 0 bp)	70
# contigs (>= 1000 bp)	67
Total length (>= 0 bp)	3804030
Total length (>= 1000 bp)	3802024
# contigs	70
Largest contig	379223
Total length	3804030
GC (%)	27.08
# N's per 100 kbp	0.00
