# contigs (>= 0 bp)	68
# contigs (>= 1000 bp)	63
Total length (>= 0 bp)	3847945
Total length (>= 1000 bp)	3844685
# contigs	68
Largest contig	216349
Total length	3847945
GC (%)	27.01
# N's per 100 kbp	0.00
