# contigs (>= 0 bp)	59
# contigs (>= 1000 bp)	58
Total length (>= 0 bp)	3849969
Total length (>= 1000 bp)	3849472
# contigs	58
Largest contig	367959
Total length	3849472
GC (%)	28.00
# N's per 100 kbp	2.00
