# contigs (>= 0 bp)	89
# contigs (>= 1000 bp)	83
Total length (>= 0 bp)	3899517
Total length (>= 1000 bp)	3895861
# contigs	89
Largest contig	213936
Total length	3899517
GC (%)	27.15
# N's per 100 kbp	0.00
