# contigs (>= 0 bp)	128
# contigs (>= 1000 bp)	124
Total length (>= 0 bp)	3842748
Total length (>= 1000 bp)	3839950
# contigs	128
Largest contig	254136
Total length	3842748
GC (%)	27.15
# N's per 100 kbp	0.03
