# contigs (>= 0 bp)	66
# contigs (>= 1000 bp)	60
Total length (>= 0 bp)	3802651
Total length (>= 1000 bp)	3798759
# contigs	65
Largest contig	293965
Total length	3802157
GC (%)	27.10
# N's per 100 kbp	0.00
