# contigs (>= 0 bp)	330
# contigs (>= 1000 bp)	285
Total length (>= 0 bp)	3884193
Total length (>= 1000 bp)	3854482
# contigs	328
Largest contig	90220
Total length	3883204
GC (%)	27.39
# N's per 100 kbp	0.00
