# contigs (>= 0 bp)	193
# contigs (>= 1000 bp)	184
Total length (>= 0 bp)	3867982
Total length (>= 1000 bp)	3861004
# contigs	193
Largest contig	179586
Total length	3867982
GC (%)	27.08
# N's per 100 kbp	0.03
