# contigs (>= 0 bp)	165
# contigs (>= 1000 bp)	155
Total length (>= 0 bp)	3814917
Total length (>= 1000 bp)	3808204
# contigs	164
Largest contig	124363
Total length	3814423
GC (%)	27.07
# N's per 100 kbp	0.00
