# contigs (>= 0 bp)	56
# contigs (>= 1000 bp)	51
Total length (>= 0 bp)	4171729
Total length (>= 1000 bp)	4168708
# contigs	55
Largest contig	419828
Total length	4171230
GC (%)	27.92
# N's per 100 kbp	0.00
