# contigs (>= 0 bp)	69
# contigs (>= 1000 bp)	60
Total length (>= 0 bp)	4357598
Total length (>= 1000 bp)	4352463
# contigs	67
Largest contig	352175
Total length	4356603
GC (%)	27.78
# N's per 100 kbp	0.00
