# contigs (>= 0 bp)	77
# contigs (>= 1000 bp)	71
Total length (>= 0 bp)	3849473
Total length (>= 1000 bp)	3846118
# contigs	76
Largest contig	292557
Total length	3848978
GC (%)	28.03
# N's per 100 kbp	0.00
