# contigs (>= 0 bp)	155
# contigs (>= 1000 bp)	72
Total length (>= 0 bp)	4141013
Total length (>= 1000 bp)	4080867
# contigs	152
Largest contig	467844
Total length	4139525
GC (%)	28.41
# N's per 100 kbp	0.00
