# contigs (>= 0 bp)	33
# contigs (>= 1000 bp)	28
Total length (>= 0 bp)	3687862
Total length (>= 1000 bp)	3685078
# contigs	32
Largest contig	765292
Total length	3687365
GC (%)	27.11
# N's per 100 kbp	0.00
