# contigs (>= 0 bp)	203
# contigs (>= 1000 bp)	196
Total length (>= 0 bp)	3648003
Total length (>= 1000 bp)	3641959
# contigs	203
Largest contig	132362
Total length	3648003
GC (%)	27.17
# N's per 100 kbp	0.00
