# contigs (>= 0 bp)	128
# contigs (>= 1000 bp)	127
Total length (>= 0 bp)	3740762
Total length (>= 1000 bp)	3739941
# contigs	128
Largest contig	209454
Total length	3740762
GC (%)	27.11
# N's per 100 kbp	0.00
