# contigs (>= 0 bp)	53
# contigs (>= 1000 bp)	44
Total length (>= 0 bp)	3867134
Total length (>= 1000 bp)	3861560
# contigs	53
Largest contig	402324
Total length	3867134
GC (%)	28.03
# N's per 100 kbp	8.61
