# contigs (>= 0 bp)	133
# contigs (>= 1000 bp)	105
Total length (>= 0 bp)	3931403
Total length (>= 1000 bp)	3912184
# contigs	133
Largest contig	232310
Total length	3931403
GC (%)	27.10
# N's per 100 kbp	0.00
