# contigs (>= 0 bp)	370
# contigs (>= 1000 bp)	333
Total length (>= 0 bp)	3824365
Total length (>= 1000 bp)	3798065
# contigs	368
Largest contig	90763
Total length	3823371
GC (%)	27.25
# N's per 100 kbp	0.00
